SalesMonth,ProductName,TotalSales,TotalUnits
2024-01,LIMITROL,382.5,3
2024-01,Lowplat,76712683.4780222,335649
2024-01,Lowplat Plus,106661977.43854,422302
2024-01,Neo Q 10,3399827.23499995,3060
2024-01,Nise,56463290.8253205,217663
2024-01,Omron BPM,19804175.5318,2284
2024-01,Omron BPM Wrist,771116.37,98
2024-01,Omron ETB,335721.2639,232
2024-01,Omron Weigh Scale,305231.0588,51
2024-01,Onita,12109224.1425,10261
2024-01,Opt-D,26608971.2952971,109536
2024-01,Orslim,46889401.3025,21577
2024-01,Oxivort,1152736.89,3050
2024-01,Paridopa,7501012.68000006,4967
2024-01,Phytus,3328275.0505,8921
2024-01,Ramipace,38722709.6042964,66299
2024-01,Redexa,6745544.682,10623
2024-01,REKLAIM,54840.0334,111
2024-01,Retzole,4238531.8,2954
2024-01,Revolic,956149.975200006,1765
2024-01,Sacvin,35391477.1199021,24875
2024-01,SheVit,6225972.92919989,12587
2024-01,Sparliv,3378139.05460011,4281
2024-01,Supercran,696383.899900001,1936
2024-01,Tansin,5250501.64899965,25717
2024-01,Telsarta,8366753.17,31490
2024-01,Telsarta-A,29864490.8651009,70306
2024-01,Telsarta-D,7722570.5025,15738
2024-01,Thewril,3460694.5095,6102
2024-01,Tiocap,2755329.774,21403
2024-01,Treatan,12292948.2034991,33389
2024-01,Treatan-D,1742697.8629,2079
2024-01,UFI,59958.575,149
2024-01,UriTreat,2152098,2585
2024-01,Vible,4562830.12069991,6355
2024-01,Voxamine,7609939.06450043,16724
2024-01,X-Plended,141857594.507933,333603
2024-01,X-Plended EZ,16221913.1210002,41424
2024-01,Xcept,44963968.5587964,85361
2024-01,Xilica,11026837.2495013,26773
2024-01,Zibes,4186369.60589981,29678
2024-01,Zilero,1334687.085,1654
2024-01,Zilfom,1485260.0375,3335
2024-01,Zoltar,8400398.84430036,37545
2024-02,Actiflor,3298286.0405,5203
2024-02,Actnise,2251009.02500005,6878
2024-02,Ad Folic,10107312.239502,26075
2024-02,Ad Folic OD,14103857.8697982,27023
2024-02,Ad-D Chewable,598715.023900002,2285
2024-02,Agoviz,3388585.28010006,4783
2024-02,Aircare,917390.781000003,2110
2024-02,Aireez,12258086.1300001,22217
2024-02,Anex-M,1495771.6832,4514
2024-02,Anplag,19595464.3768,14447
2024-02,Arbi,4542872.29530001,13279
2024-02,Arbi-D,8971887.16019978,20073
2024-02,Avsar,121116269.62253,266137
2024-02,Avsar Plus,37018635.9988017,84824
2024-02,AXIFER,452571.825,592
2024-02,Azliv,3765.36,24
2024-02,BD PEN NEEDLE,2533909.9106,113179
2024-02,BD SYRINGE - BAG,64742168.7461994,1887865
2024-02,Busonide,9263815.78000017,21733
2024-02,Byvas,23076699.3594968,80965
2024-02,Dapwiz,6789794.7433,23674
2024-02,Dipof,2048419.38750001,8889
2024-02,Diu Tansin,1919834.88019993,9375
2024-02,Duzalta,16194770.3568985,27798
2024-02,Eglaro,362054.054,906
2024-02,Eglaro-S,6545005.2781,10185
2024-02,Erli,12410334.6112999,29932
2024-02,Erli Plus,6025145.78000015,18822
2024-02,Erli Plus XR,15832749.9250993,30192
2024-02,Erlina,12246666.1590004,21110
2024-02,Estar,39799484.6390005,105418
2024-02,Evo Joshanda,4442056.16699998,10631
2024-02,EvoCheck,27076519.5799994,11667
2024-02,EvoCheck Go,19859835.8840001,12369
2024-02,Evofix,7736220.64249997,22757
2024-02,Evokalm,7612677.18200022,27949
2024-02,Evokalm XR,2197656.0008,3797
2024-02,Evopride,16349726.1631976,28016
2024-02,Evopride Plus,21610923.8692045,51690
2024-02,Fasteso,3194204.85099999,9264
2024-02,Femova,12842779.8982994,11955
2024-02,Ferfer,11159423.009,14827
2024-02,Ferfer Gro,3233289.71279994,7702
2024-02,Galvecta,878500.8618,2595
2024-02,Galvecta Plus,9050255.1685,17958
2024-02,Gouric,57176553.544,95167
2024-02,Histalis,1700425.2761,9763
2024-02,IBANDRO,446.25,1
2024-02,Inosita,13799559.417999,13011
2024-02,Inosita Plus,117256257.892127,130830
2024-02,Ivadin,2934988.1425,8258
2024-02,K-1000,12590861.3925,20167
2024-02,Kalsob,17027851.715099,27370
2024-02,Klevra,4681866.20589997,5610
2024-02,Klevra XR,340609.212,604
2024-02,Lowplat,77443264.4270208,338522
2024-02,Lowplat Plus,103843983.161231,411043
2024-02,Neo Q 10,3277353.30499997,2956
2024-02,Nise,49616619.0597142,191218
2024-02,Omron BPM,6298517.8872,456
2024-02,Omron BPM Wrist,1205123.554,153
2024-02,Omron ETB,151063.072,100
2024-02,Omron Weigh Scale,64162.7211,9
2024-02,Onita,11979225.1,10133
2024-02,Opt-D,23888983.2885978,99215
2024-02,Orslim,47741934.725,21954
2024-02,Oxivort,1076210.7575,2867
2024-02,Paridopa,7028610.09250002,4410
2024-02,Phytus,2658396.39959999,7221
2024-02,Ramipace,36987127.9958992,63387
2024-02,Redexa,6327071.6875,9952
2024-02,REKLAIM,40954.5771,83
2024-02,Retzole,3975411.75,2763
2024-02,Revolic,961484.350400006,1775
2024-02,Sacvin,36954828.6187029,26103
2024-02,SheVit,5157835.01899987,10423
2024-02,Sparliv,2883159.76780009,3656
2024-02,Stevo,4015.68,9
2024-02,Supercran,549801.282200001,1529
2024-02,Tansin,5067032.52779995,24834
2024-02,Telsarta,8231857.15199999,30988
2024-02,Telsarta-A,23045713.5659,56115
2024-02,Telsarta-D,3169033.8738,7440
2024-02,Thewril,3256928.9961,5734
2024-02,Tiocap,2781177.696,21742
2024-02,Treatan,11537491.8393993,31092
2024-02,Treatan-D,1426851.9214,1700
2024-02,UFI,43549.75,101
2024-02,UriTreat,1584216.4,1876
2024-02,Vible,4191035.28649996,5836
2024-02,Voxamine,6991036.67850037,15576
2024-02,X-Plended,138954033.034942,325567
2024-02,X-Plended EZ,14718448.4310002,37513
2024-02,Xcept,45206843.9712965,85216
2024-02,Xilica,10792375.7875012,26494
2024-02,Zibes,3585565.91979986,26409
2024-02,Zilero,1269012.09,1570
2024-02,Zilfom,2034349.625,4567
2024-02,Zoltar,7941061.34120038,35491
2024-03,Actiflor,5590599.2069,8821
2024-03,Actnise,2469865.47400003,7456
2024-03,Ad Folic,10330578.4837021,26658
2024-03,Ad Folic OD,18031347.3216988,34530
2024-03,Ad-D Chewable,394880.170099999,1363
2024-03,Agoviz,3458912.84650004,4879
2024-03,Aircare,1689299.937,4116
2024-03,Aireez,13036969.5438001,23077
2024-03,Anex-M,1318772.0594,3978
2024-03,Anplag,21260766.1342,15800
2024-03,Arbi,4515299.89970001,13250
2024-03,Arbi-A,1564004.54249997,5938
2024-03,Arbi-D,9483766.72289984,21098
2024-03,Avsar,130172960.332035,286312
2024-03,Avsar Plus,40476205.9626031,92444
2024-03,AXIFER,481471.875,649
2024-03,Azliv,4863.59,31
2024-03,BD PEN NEEDLE,2328575.5706,103852
2024-03,BD SYRINGE - BAG,57421915.5830997,1670040
2024-03,Busonide,10135653.1300001,23812
2024-03,Byvas,23985869.7750959,84063
2024-03,Dapwiz,7233590.0897,25149
2024-03,Dipof,2380022.04189998,10299
2024-03,Diu Tansin,2021696.73449991,9870
2024-03,Duzalta,15372137.8471985,26361
2024-03,Eglaro,403264.309999999,1003
2024-03,Eglaro-S,7574669.221,11752
2024-03,Erli,13023276.7119,31346
2024-03,Erli Plus,5615779.6600001,17928
2024-03,Erli Plus XR,17103152.1808993,32426
2024-03,Erlina,12976286.4560004,22296
2024-03,Estar,36769264.5034989,98080
2024-03,Evo Joshanda,720358.7899,1474
2024-03,EvoCheck,20193073.0599996,8922
2024-03,EvoCheck Go,12198578.4299997,7635
2024-03,Evofix,7329418.63249996,21220
2024-03,Evokalm,7664209.30280023,28497
2024-03,Evokalm XR,2079054.1408,3578
2024-03,Evopride,17589657.7106973,29935
2024-03,Evopride Plus,22886773.1976048,54451
2024-03,Fasteso,3173043.61479997,9157
2024-03,Femova,11957112.8674993,11128
2024-03,Ferfer,12220146.0020999,16232
2024-03,Ferfer Gro,3337397.88479994,7960
2024-03,Galvecta,826565.1712,2440
2024-03,Galvecta Plus,8744243.4258,17319
2024-03,Gouric,64242110.4889999,106828
2024-03,Histalis,1985313.3513,11618
2024-03,IBANDRO,446.25,1
2024-03,Inosita,14689165.149499,13892
2024-03,Inosita Plus,124816267.413826,139952
2024-03,Ivadin,3762816.6325,10593
2024-03,K-1000,12274030.4600003,19672
2024-03,Kalsob,17065074.893399,27414
2024-03,Klevra,8098144.46039995,7759
2024-03,Klevra XR,465258.856,821
2024-03,Lowplat,79196585.074024,346262
2024-03,Lowplat Plus,110579438.345733,438080
2024-03,NEBULIZERS,7606.84,1
2024-03,Neo Q 10,3208102.66999997,2889
2024-03,Nise,51049207.0886211,196829
2024-03,Omron BPM,21797611.0618001,2579
2024-03,Omron BPM Wrist,1192215.797,154
2024-03,Omron ETB,406507.4927,286
2024-03,Omron Weigh Scale,315228.335,45
2024-03,Onita,13371672.15,11313
2024-03,Opt-D,25758186.1148973,109223
2024-03,Orslim,47393384.405,21817
2024-03,Oxivort,918718.165,2475
2024-03,Paridopa,7746431.56500004,5030
2024-03,Phytus,2810665.91459999,7608
2024-03,Ramipace,38561637.2902984,65980
2024-03,Redexa,7014431.6275,11025
2024-03,REKLAIM,35014.4081,70
2024-03,Retzole,3556679.65,2472
2024-03,Revolic,1086981.112,2004
2024-03,Sacvin,38181694.9048008,27174
2024-03,SheVit,6573909.80139986,13290
2024-03,Sparliv,2860693.32690008,3621
2024-03,Stevo,5822149.55959976,13987
2024-03,Supercran,1012179.7779,2819
2024-03,Tansin,5238922.50519971,25774
2024-03,Telsarta,8421122.64379999,31512
2024-03,Telsarta-A,23646191.5391004,56969
2024-03,Telsarta-D,9247413.6715,18468
2024-03,Thewril,3352929.3951,5905
2024-03,Tiocap,3124895.766,24390
2024-03,Treatan,12179518.1593992,33317
2024-03,Treatan-D,1711677.7615,2044
2024-03,UriTreat,1773032,2102
2024-03,Vible,4887045.32899989,6805
2024-03,Voxamine,7454845.01140046,16332
2024-03,X-Plended,145826663.374633,342640
2024-03,X-Plended EZ,13696273.3590002,35079
2024-03,Xcept,49385094.371395,92239
2024-03,Xilica,11351442.0803014,27982
2024-03,Zibes,3511526.98079985,27243
2024-03,Zilero,1143346.56,1429
2024-03,Zilfom,2050408.675,4604
2024-03,Zoltar,8897568.32790022,40756
2024-04,Actiflor,7216665.73900001,11398
2024-04,Actnise,2401934.05100004,7440
2024-04,Ad Folic,9911283.87730187,25601
2024-04,Ad Folic OD,17636016.3066984,33773
2024-04,Ad-D Chewable,425271.474699999,1513
2024-04,Agoviz,3302316.85940005,4658
2024-04,Aircare,1514961.732,3717
2024-04,Aireez,12011029.1308001,21127
2024-04,Anex-M,1287818.6434,3889
2024-04,Anplag,20662523.0114,15190
2024-04,Arbi,4217813.37630001,12363
2024-04,Arbi-A,471742.430000001,1808
2024-04,Arbi-D,7782985.25179982,17833
2024-04,Avsar,125311698.394033,274749
2024-04,Avsar Plus,37539946.4911007,86019
2024-04,AXIFER,613487.5,828
2024-04,Azliv,2196.46,14
2024-04,BD PEN NEEDLE,2635905.9049,118018
2024-04,BD SYRINGE - BAG,62855386.1662996,1836890
2024-04,Busonide,9001222.90000019,21175
2024-04,Byvas,20258875.7271976,69194
2024-04,Dapwiz,5471558.24650001,19376
2024-04,Dapwiz Plus XR,3252404.23200002,7413
2024-04,Dipof,1933128.74580001,8327
2024-04,Diu Tansin,1768181.22149993,8631
2024-04,Duzalta,15093415.8033989,25886
2024-04,Eglaro,299784.344,740
2024-04,Eglaro-S,5325285.0521,8321
2024-04,Erli,11811683.9298999,28511
2024-04,Erli Plus,5990724.35000016,18892
2024-04,Erli Plus XR,15520908.9978993,29480
2024-04,Erlina,12282258.8210005,21096
2024-04,Erlina Plus XR,5283.6,19
2024-04,Estar,36619177.2889993,97405
2024-04,Evo Joshanda,348494.197500001,731
2024-04,EvoCheck,19695131.6307996,8935
2024-04,EvoCheck Go,9706037.67499984,5804
2024-04,Evofix,6860991.10399996,20458
2024-04,Evokalm,7329475.22210015,26937
2024-04,Evokalm XR,2014774.2556,3489
2024-04,Evopride,16021906.5004977,27385
2024-04,Evopride Plus,22184322.1533036,52853
2024-04,Fasteso,2477911.05459998,6829
2024-04,Femova,11054580.8997995,10306
2024-04,Ferfer,12371002.2614998,16445
2024-04,Ferfer Gro,3780879.32579992,9021
2024-04,Galvecta,701056.876,2071
2024-04,Galvecta Plus,8329499.4203,16511
2024-04,Gouric,63129014.524,106120
2024-04,Histalis,1602406.6476,9223
2024-04,Inosita,13626017.525499,12732
2024-04,Inosita Plus,119242253.152925,134139
2024-04,Itipso,27002.8,145
2024-04,Ivadin,3155605.62,8879
2024-04,K-1000,11688646.3025004,18730
2024-04,Kalsob,15973521.8551993,25687
2024-04,Klevra,6787651.41899997,7002
2024-04,Klevra XR,464048.7688,821
2024-04,Lowplat,73045556.9190272,319254
2024-04,Lowplat Plus,103835945.677031,411130
2024-04,Neo Q 10,3113588.74099998,2806
2024-04,Nise,49672870.5812175,191534
2024-04,Omron BPM,3774615.3823,380
2024-04,Omron BPM Wrist,257789.7682,32
2024-04,Omron ETB,222451.2102,140
2024-04,Omron Weigh Scale,51707.36,4
2024-04,Onita,11501537.85,9746
2024-04,Opt-D,21230234.6457986,89446
2024-04,Orslim,47219579.1825,21726
2024-04,Oxivort,796291.1725,2123
2024-04,Paridopa,6056123.98750004,4138
2024-04,Phytus,2132738.44329999,5793
2024-04,Ramipace,36727828.4288993,62691
2024-04,Redexa,6008692.2875,9487
2024-04,REKLAIM,31109.4376,63
2024-04,Retzole,3328080.65,2312
2024-04,Revolic,1022075.00640001,1886
2024-04,Sacvin,32627799.3678031,22956
2024-04,SheVit,6145019.7733999,12414
2024-04,Sparliv,2634538.73050007,3338
2024-04,Stevo,1867856.52879999,4474
2024-04,Supercran,933642.413400002,2597
2024-04,Tansin,4090274.64780025,20559
2024-04,Telsarta,7542135.7819,28444
2024-04,Telsarta-A,14449406.9961996,36313
2024-04,Telsarta-D,5925104.3778,12546
2024-04,Thewril,2688389.924,4729
2024-04,Tiocap,2828285.274,19097
2024-04,Treatan,11333685.0020994,31031
2024-04,Treatan-D,1105311.9514,1319
2024-04,UriTreat,1728430.8,2045
2024-04,Vible,4089795.79689995,5701
2024-04,Voxamine,7014724.41200037,14608
2024-04,X-Plended,130152297.775929,306522
2024-04,X-Plended EZ,15024296.3205001,39429
2024-04,Xcept,46611031.2475955,86468
2024-04,Xilica,9531167.43220072,23394
2024-04,Zibes,4816551.59539975,33115
2024-04,Zilero,731090.865,935
2024-04,Zilfom,1467179.6875,3293
2024-04,Zoltar,7301930.50210033,32605
2024-05,Actiflor,11080375.7148,17514
2024-05,Actnise,2994179.38300005,9112
2024-05,Ad Folic,11646332.0811025,30052
2024-05,Ad Folic OD,19721724.5782995,37749
2024-05,Ad-D Chewable,593326.982700003,2283
2024-05,Agoviz,3467621.60300004,4898
2024-05,Aircare,846971.136000002,1998
2024-05,Aircare Plus,100254.0905,257
2024-05,Aireez,13018711.1528001,22948
2024-05,Anex-M,1418178.4488,4279
2024-05,Anplag,22390150.3424,16644
2024-05,Arbi,4226441.11950001,12433
2024-05,Arbi-A,768284.547999994,2969
2024-05,Arbi-D,9939177.01859991,21892
2024-05,Avsar,121822122.647033,267598
2024-05,Avsar Plus,39194136.4553013,89696
2024-05,AXIFER,688128.075,919
2024-05,Azliv,1412.01,9
2024-05,BD PEN NEEDLE,2572133.5478,114813
2024-05,BD SYRINGE - BAG,69349102.4880995,2028428
2024-05,Busonide,10093844.3500001,23785
2024-05,Byvas,23299670.381497,82889
2024-05,Dapwiz,7473393.6788,26053
2024-05,Dapwiz Plus XR,1837577.46400001,4129
2024-05,Dipof,2283266.18969999,9943
2024-05,Diu Tansin,1766728.91899993,8923
2024-05,Duzalta,17000274.4355986,29154
2024-05,Eglaro,330391.741999999,816
2024-05,Eglaro-S,7157827.6406,10877
2024-05,Erli,12163039.8350999,29672
2024-05,Erli Plus,6092197.35300017,19542
2024-05,Erli Plus XR,10127796.0825995,21071
2024-05,Erlina,11401027.7640003,19046
2024-05,Erlina Plus XR,7758.8,29
2024-05,Estar,41393183.0265015,110762
2024-05,Evo Joshanda,180189.3962,383
2024-05,EvoCheck,22469240.4025995,10041
2024-05,EvoCheck Go,14230701.8799997,8581
2024-05,Evofix,7974672.20499993,23924
2024-05,Evokalm,7802115.40360029,28551
2024-05,Evokalm XR,2244392.3736,3863
2024-05,Evopravir,5737.5,3
2024-05,Evopride,16951387.1071973,29188
2024-05,Evopride Plus,23403354.8507042,55751
2024-05,Fasteso,1498742.0796,4018
2024-05,Femova,12681063.6106993,11809
2024-05,Ferfer,15668860.7146995,20815
2024-05,Ferfer Gro,5341064.03619996,12738
2024-05,Finno-Q,2163180.62299998,4300
2024-05,Galvecta,755522.0864,2234
2024-05,Galvecta Plus,8489762.62479999,16836
2024-05,Gouric,72454310.7924998,121507
2024-05,Histalis,1928341.7599,10726
2024-05,Inosita,14882338.781999,13936
2024-05,Inosita Plus,120895423.516624,135037
2024-05,Itipso,1756079.6,9409
2024-05,Ivadin,3066452.445,8628
2024-05,K-1000,14538109.4053002,23288
2024-05,Kalsob,20205036.9258978,32521
2024-05,Klevra,6531856.73759992,6047
2024-05,Klevra XR,303881.8,536
2024-05,Lowplat,77418528.1505248,338653
2024-05,Lowplat Plus,106328019.863532,421210
2024-05,Neo Q 10,3355636.40499998,3022
2024-05,Nise,56618106.0842216,218162
2024-05,Omron BPM,31792822.2209003,3432
2024-05,Omron BPM Wrist,3160941.442,389
2024-05,Omron ETB,348397.3866,249
2024-05,Omron Weigh Scale,279544.872,40
2024-05,Onita,14111497.7,11950
2024-05,Opt-D,28317424.3867966,119773
2024-05,Orslim,55145255.1725,25374
2024-05,Oxivort,770022.99,2076
2024-05,Paridopa,6906175.88000002,4345
2024-05,Phytus,1482143.40799999,3912
2024-05,Ramipace,38573998.1460982,66296
2024-05,Redexa,6634607,10381
2024-05,REKLAIM,16487.0993,33
2024-05,Retzole,922473.55,640
2024-05,Revolic,1221860.70719999,2254
2024-05,Sacvin,33306144.7074023,22890
2024-05,SheVit,8178783.27100001,16527
2024-05,Sparliv,2931996.58840009,3714
2024-05,Stevo,975400.940400008,2314
2024-05,Supercran,1073442.5577,2996
2024-05,Tansin,4737185.92000002,22958
2024-05,Telsarta,7779183.19660001,29358
2024-05,Telsarta-A,20801721.8616999,50100
2024-05,Telsarta-D,6683326.6194,13583
2024-05,Thewril,3173859.546,5584
2024-05,Tiocap,2741263.158,18121
2024-05,Treatan,11754489.6250992,32044
2024-05,Treatan-D,1944233.9829,2324
2024-05,UriTreat,1917559.2,2268
2024-05,Vible,4811910.85469989,6701
2024-05,Voxamine,7892807.74500048,18015
2024-05,X-Plended,137209649.065136,324939
2024-05,X-Plended EZ,14180583.5235001,37400
2024-05,Xcept,49496667.6506959,91445
2024-05,Xilica,10864257.243301,26934
2024-05,Zibes,4657128.49159977,32432
2024-05,Zilero,599757.45,776
2024-05,Zilfom,1609620.5625,3615
2024-05,Zoltar,7722676.82940036,35137
2024-06,Actiflor,6742153.7943,10681
2024-06,Actnise,1833981.59700003,5667
2024-06,Ad Folic,10462656.7495022,27009
2024-06,Ad Folic OD,18546561.209399,35500
2024-06,Ad-D Chewable,397928.3251,1455
2024-06,Agoviz,3268958.57540004,4613
2024-06,Aircare,582584.709000001,1375
2024-06,Aircare Plus,908104.148,2509
2024-06,Aireez,9793509.83940003,16972
2024-06,Anex-M,1165954.51439999,3516
2024-06,Anplag,20808187.4632,15031
2024-06,Arbi,4040376.49040001,11853
2024-06,Arbi-A,712124.559999993,2745
2024-06,Arbi-D,9440375.51269984,20947
2024-06,Avsar,119263913.033526,261537
2024-06,Avsar Plus,35386924.5321999,81134
2024-06,AXIFER,480675,649
2024-06,Azliv,4236.03,27
2024-06,BD PEN NEEDLE,2131248.8681,94992
2024-06,BD SYRINGE - BAG,65577949.9958992,1928170
2024-06,Busonide,8484674.16000035,19980
2024-06,Byvas,21767973.9083976,76536
2024-06,Dapwiz,5161199.4265,18643
2024-06,Dapwiz Plus XR,1742688.12200001,3890
2024-06,Dipof,1983374.71270003,8629
2024-06,Diu Tansin,1592705.21899995,7786
2024-06,Duzalta,15432029.0106988,26442
2024-06,Eglaro,236225.438,590
2024-06,Eglaro-S,7108610.9001,11138
2024-06,Erli,12657791.5278,30269
2024-06,Erli Plus,5504065.86600013,18122
2024-06,Erli Plus XR,16767610.904499,32395
2024-06,Erlina,15957576.3200003,27634
2024-06,Erlina Plus XR,714,3
2024-06,Estar,38300032.0549999,101667
2024-06,Evo Joshanda,128966.332,269
2024-06,EvoCheck,29850598.4267989,13809
2024-06,EvoCheck Go,16316715.8699998,10222
2024-06,Evofix,5491270.09599998,16239
2024-06,Evokalm,6998586.00140013,25648
2024-06,Evokalm XR,1658450.9208,2847
2024-06,Evopride,15856531.4723975,27357
2024-06,Evopride Plus,22354299.1487045,53655
2024-06,Fasteso,268473.145999999,765
2024-06,Femova,12287560.7459994,11438
2024-06,Ferfer,15028332.7757996,19976
2024-06,Ferfer Gro,4064490.82579988,9685
2024-06,Finno-Q,672202.432999998,1342
2024-06,Galvecta,698438.1726,2064
2024-06,Galvecta Plus,8017246.2746,15888
2024-06,Gouric,66925752.7,115819
2024-06,Histalis,1565805.2122,8503
2024-06,Inosita,14426453.7789992,13754
2024-06,Inosita Plus,119482438.967727,135476
2024-06,Itipso,1392302.89,7458
2024-06,Ivadin,2993200.1325,8421
2024-06,K-1000,13373628.3150001,21417
2024-06,Kalsob,18634420.8547985,29918
2024-06,Klevra,6542185.34669994,6713
2024-06,Klevra XR,369381.576,657
2024-06,Lowplat,73388515.8730277,320981
2024-06,Lowplat Plus,101164667.071831,400612
2024-06,Neo Q 10,3200094.80499997,2881
2024-06,Nise,52832691.5819178,203554
2024-06,Omron BPM,25709309.6552,2796
2024-06,Omron BPM Wrist,326146.626,42
2024-06,Omron ETB,401663.5771,277
2024-06,Omron Weigh Scale,99140.305,13
2024-06,Onita,12933110.91,10944
2024-06,Opt-D,25301401.4802974,106591
2024-06,Orslim,52301381.295,24061
2024-06,Oxivort,622870.265,1671
2024-06,Paridopa,7950991.2475,4835
2024-06,Phytus,741556.977999999,1993
2024-06,Ramipace,37665393.4753973,64756
2024-06,Redexa,4955219.7125,7700
2024-06,REKLAIM,17870.632,36
2024-06,Retzole,33090.5,23
2024-06,Revolic,989491.182400007,1825
2024-06,Sacvin,38614220.9661001,27324
2024-06,SheVit,4978665.80219989,10057
2024-06,Sparliv,2526311.80050007,3199
2024-06,Stevo,602513.500800003,1401
2024-06,Supercran,642499.140600001,1787
2024-06,Tansin,4340314.72580021,21234
2024-06,Telsarta,7395487.5021,27757
2024-06,Telsarta-A,16291107.3925993,37360
2024-06,Telsarta-D,5453774.2652,11000
2024-06,Thewril,2865403.191,5045
2024-06,Tiocap,2654203.914,16103
2024-06,Treatan,11279979.1083993,31243
2024-06,Treatan-D,1463357.3841,1747
2024-06,UriTreat,1339749.6,1585
2024-06,Vible,4217739.01539999,5872
2024-06,Voxamine,6946362.56770036,15348
2024-06,X-Plended,134051667.640638,317318
2024-06,X-Plended EZ,17292601.4375004,42520
2024-06,Xcept,49548958.7438968,91338
2024-06,Xilica,11376128.4664014,27723
2024-06,Zibes,3489360.6096999,23373
2024-06,Zilero,403101.45,525
2024-06,Zilfom,1100297.375,2469
2024-06,Zoltar,6686667.22910028,30943
2024-07,Actiflor,5390278.6341,8484
2024-07,Actnise,312147.155,911
2024-07,Ad Folic,11277047.0500024,29108
2024-07,Ad Folic OD,19654727.6626994,37669
2024-07,Ad-D Chewable,666433.394300003,2542
2024-07,Agoviz,3805641.10890005,5376
2024-07,Aircare,387842.025,891
2024-07,Aircare Plus,329125.839,831
2024-07,Aireez,10486355.769,17876
2024-07,Anex-M,1310873.27079999,3955
2024-07,Anplag,24272446.6536,18120
2024-07,Arbi,4057878.85230001,11918
2024-07,Arbi-A,878440.584499991,3404
2024-07,Arbi-D,8777452.39279979,19638
2024-07,Avsar,127256794.023529,279944
2024-07,Avsar Plus,36038420.1263011,83274
2024-07,AXIFER,107950,137
2024-07,Azliv,313.78,2
2024-07,BD PEN NEEDLE,2666255.1167,119192
2024-07,BD SYRINGE - BAG,63219832.6068998,1854640
2024-07,Busonide,9292000.08000024,21936
2024-07,Byvas,23718679.3469969,83791
2024-07,Dapwiz,8485071.4017,29220
2024-07,Dapwiz Plus XR,2437519.21100002,5439
2024-07,Dipof,2100323.53080001,9260
2024-07,Diu Tansin,1743010.34379994,8512
2024-07,Duzalta,17580186.1912985,30125
2024-07,Eglaro,289068.862,708
2024-07,Eglaro-S,8817550.6658,13626
2024-07,Erli,14266799.0498998,34490
2024-07,Erli Plus,8671555.33300025,27050
2024-07,Erli Plus XR,19639963.3837004,36543
2024-07,Erlina,16827000.0780004,29025
2024-07,Erlina Plus XR,238,1
2024-07,Estar,42463718.7445017,113532
2024-07,Evo Joshanda,146441.3628,307
2024-07,EvoCheck,20693599.5468996,9087
2024-07,EvoCheck Go,12165133.7349997,7436
2024-07,Evofix,3034875.05400001,7575
2024-07,Evokalm,7287112.02040021,27018
2024-07,Evokalm XR,1939825.9088,3337
2024-07,Evopride,17418125.2172973,29817
2024-07,Evopride Plus,24244759.4455042,57878
2024-07,Fasteso,576193.833299998,2097
2024-07,Femova,14030242.3830992,13076
2024-07,Ferfer,17592466.4044992,23375
2024-07,Ferfer Gro,3734218.09079988,8905
2024-07,Finno-Q,47398.56,94
2024-07,Galvecta,661726.7034,1956
2024-07,Galvecta Plus,7731393.39939999,15327
2024-07,Gouric,86096949.9249999,142410
2024-07,Histalis,1871676.1797,10057
2024-07,Inosita,14930839.0734991,14193
2024-07,Inosita Plus,123755432.653632,141821
2024-07,Itipso,2221920.91,11901
2024-07,Ivadin,3022149.26,8501
2024-07,K-1000,15123138.5665,24235
2024-07,Kalsob,23050520.6123974,37036
2024-07,Klevra,7305043.73969996,7733
2024-07,Klevra XR,431352.56,766
2024-07,Lowplat,76599663.5403225,334930
2024-07,Lowplat Plus,107224942.840731,424725
2024-07,Neo Q 10,3730093.44999996,3365
2024-07,Nise,64221686.1635224,247350
2024-07,Omron BPM,19085643.0676,2362
2024-07,Omron BPM Wrist,128990.95,16
2024-07,Omron ETB,169617.5556,113
2024-07,Omron Weigh Scale,608813.5775,58
2024-07,Onita,12795370.875,10844
2024-07,Opt-D,29479791.6628968,125545
2024-07,Orslim,58567427.817,26941
2024-07,Oxivort,695278.5425,1875
2024-07,Paridopa,8575295.76250005,5703
2024-07,Phytus,763938,2065
2024-07,Ramipace,39409041.6127962,67645
2024-07,Redexa,3136859.3375,4914
2024-07,REKLAIM,16542.24,33
2024-07,Retzole,15895,11
2024-07,Revolic,1140341.2104,2102
2024-07,Sacvin,38271324.6380004,27125
2024-07,SheVit,4389609.24179985,8877
2024-07,Sparliv,2936694.63200009,3717
2024-07,Stevo,720254.359200003,1647
2024-07,Supercran,1529336.40539999,4772
2024-07,Tansin,4582376.24600009,22404
2024-07,Telsarta,6984839.0444,26255
2024-07,Telsarta-A,21297983.4770999,52679
2024-07,Telsarta-D,6911621.12909999,14228
2024-07,Thewril,3642476.0182,6415
2024-07,Tiocap,3057422.154,16991
2024-07,Treatan,11737971.9956993,32074
2024-07,Treatan-D,1511896.4567,1806
2024-07,UriTreat,1611545.6,1908
2024-07,Vible,4582599.12029993,6385
2024-07,Voxamine,7715699.32920043,17161
2024-07,X-Plended,143379680.838631,338940
2024-07,X-Plended EZ,17703334.0565003,44755
2024-07,Xcept,49764625.5987959,93767
2024-07,Xilica,11673168.4828014,28905
2024-07,Zibes,5145534.37099964,37005
